82,63,58,71,74,91,84,69,54,76,68,87,67,55,97,89,93,73,91,69,58,67,78,94,75,75,73,82,78,72,74,87,79,70,77,64,65,71,75,71,73,66,75,72,66,65,72,63,70,68,79,74,64,68,75,66,78,69,74,72,22,
82,63,58,71,74,91,84,69,54,76,68,87,67,55,97,89,93,73,91,69,58,67,78,94,75,75,73,82,78,72,74,87,79,70,77,64,65,71,75,71,73,66,75,72,66,65,72,63,70,68,79,74,64,68,75,66,78,69,74,72,22,
77,87,79,74,60,68,68,68,104,54,82,70,81,73,66,61,67,73,86,76,69,72,73,84,62,80,76,77,77,73,80,80,82,65,72,62,66,73,79,67,75,73,68,70,69,62,67,73,68,71,74,77,67,77,80,72,66,64,73,83,22,
77,87,79,74,60,68,68,68,104,54,82,70,81,73,66,61,67,73,86,76,69,72,73,84,62,80,76,77,77,73,80,80,82,65,72,62,66,73,79,67,75,73,68,70,69,62,67,73,68,71,74,77,67,77,80,72,66,64,73,83,22,
54,75,79,76,75,64,72,77,63,79,68,71,65,67,73,68,73,70,58,67,80,64,55,62,91,60,75,74,67,74,74,69,82,70,69,71,69,78,77,59,74,74,76,74,79,64,74,75,76,75,80,69,76,68,72,73,66,71,67,71,22,
54,75,79,76,75,64,72,77,63,79,68,71,65,67,73,68,73,70,58,67,80,64,55,62,91,60,75,74,67,74,74,69,82,70,69,71,69,78,77,59,74,74,76,74,79,64,74,75,76,75,80,69,76,68,72,73,66,71,67,71,22,
62,65,68,81,71,83,74,64,87,90,80,78,63,65,62,75,70,64,81,65,68,57,63,77,72,75,78,72,67,74,79,76,78,71,64,61,83,70,70,71,74,70,74,74,68,68,69,71,73,78,66,71,72,70,72,67,65,77,69,68,22,
62,65,68,81,71,83,74,64,87,90,80,78,63,65,62,75,70,64,81,65,68,57,63,77,72,75,78,72,67,74,79,76,78,71,64,61,83,70,70,71,74,70,74,74,68,68,69,71,73,78,66,71,72,70,72,67,65,77,69,68,22,
71,73,59,74,75,65,74,76,74,79,73,72,86,73,75,76,62,92,77,58,69,71,62,73,66,72,80,71,72,77,72,78,67,86,80,72,63,76,73,64,70,76,69,79,72,79,75,79,66,68,66,72,69,70,75,68,73,71,65,70,22,
71,73,59,74,75,65,74,76,74,79,73,72,86,73,75,76,62,92,77,58,69,71,62,73,66,72,80,71,72,77,72,78,67,86,80,72,63,76,73,64,70,76,69,79,72,79,75,79,66,68,66,72,69,70,75,68,73,71,65,70,22,
69,76,76,68,72,72,76,70,63,67,71,74,66,71,62,73,78,70,69,76,74,69,69,82,70,70,76,67,70,71,72,76,72,69,72,68,76,74,71,72,76,70,71,69,68,73,72,63,70,72,72,75,71,67,66,75,75,72,71,74,22,
69,76,76,68,72,72,76,70,63,67,71,74,66,71,62,73,78,70,69,76,74,69,69,82,70,70,76,67,70,71,72,76,72,69,72,68,76,74,71,72,76,70,71,69,68,73,72,63,70,72,72,75,71,67,66,75,75,72,71,74,22,
70,70,70,72,69,74,67,67,68,72,73,77,77,67,73,71,73,68,75,67,67,72,74,78,69,76,69,71,74,70,73,71,73,71,73,70,69,71,72,72,71,72,72,73,71,74,70,73,71,72,73,71,72,69,71,71,71,74,72,73,22,
70,70,70,72,69,74,67,67,68,72,73,77,77,67,73,71,73,68,75,67,67,72,74,78,69,76,69,71,74,70,73,71,73,71,73,70,69,71,72,72,71,72,72,73,71,74,70,73,71,72,73,71,72,69,71,71,71,74,72,73,22,
73,71,71,73,71,72,74,77,71,68,68,70,79,71,71,70,71,73,76,72,70,69,73,74,72,71,74,72,72,73,72,71,75,70,73,70,70,73,73,72,72,72,71,71,73,70,72,71,70,70,73,73,73,71,70,71,74,72,73,73,22,
73,71,71,73,71,72,74,77,71,68,68,70,79,71,71,70,71,73,76,72,70,69,73,74,72,71,74,72,72,73,72,71,75,70,73,70,70,73,73,72,72,72,71,71,73,70,72,71,70,70,73,73,73,71,70,71,74,72,73,73,22,
70,73,73,72,70,73,71,73,73,70,71,70,69,73,70,71,73,68,70,72,72,72,71,73,74,70,74,71,68,76,71,71,73,71,72,72,71,75,72,72,71,71,72,72,72,70,72,73,72,72,73,71,72,73,72,73,69,73,72,72,22,
70,73,73,72,70,73,71,73,73,70,71,70,69,73,70,71,73,68,70,72,72,72,71,73,74,70,74,71,68,76,71,71,73,71,72,72,71,75,72,72,71,71,72,72,72,70,72,73,72,72,73,71,72,73,72,73,69,73,72,72,22,
71,72,71,73,73,72,72,71,74,74,72,71,73,71,74,72,71,74,71,70,74,72,76,72,72,73,72,73,70,71,73,72,71,72,71,73,73,72,73,71,74,73,72,74,71,71,71,70,71,74,71,72,72,73,72,71,71,69,69,71,22,
71,72,71,73,73,72,72,71,74,74,72,71,73,71,74,72,71,74,71,70,74,72,76,72,72,73,72,73,70,71,73,72,71,72,71,73,73,72,73,71,74,73,72,74,71,71,71,70,71,74,71,72,72,73,72,71,71,69,69,71,22,
71,72,72,72,72,71,73,73,72,72,73,71,71,72,71,72,71,71,71,71,72,71,71,72,72,73,72,71,74,70,72,73,72,71,73,71,71,72,73,72,72,72,72,72,71,72,72,72,72,72,72,72,72,72,71,71,71,71,73,72,22,
71,72,72,72,72,71,73,73,72,72,73,71,71,72,71,72,71,71,71,71,72,71,71,72,72,73,72,71,74,70,72,73,72,71,73,71,71,72,73,72,72,72,72,72,71,72,72,72,72,72,72,72,72,72,71,71,71,71,73,72,22,
71,72,71,72,71,72,71,71,71,71,72,73,72,71,72,72,72,72,71,72,71,73,72,72,71,72,72,71,73,71,71,71,73,71,73,71,70,71,72,72,71,71,73,71,73,72,72,73,72,72,73,72,72,72,71,72,73,72,72,72,22,
71,72,71,72,71,72,71,71,71,71,72,73,72,71,72,72,72,72,71,72,71,73,72,72,71,72,72,71,73,71,71,71,73,71,73,71,70,71,72,72,71,71,73,71,73,72,72,73,72,72,73,72,72,72,71,72,73,72,72,72,22,
71,72,72,71,72,72,73,72,72,72,71,72,72,71,73,72,73,72,72,72,72,71,73,72,73,72,72,72,71,72,72,72,72,70,72,71,71,72,72,72,72,71,72,72,72,70,72,71,73,71,72,72,71,72,71,71,71,72,72,71,1,
71,72,72,71,72,72,73,72,72,72,71,72,72,71,73,72,73,72,72,72,72,71,73,72,73,72,72,72,71,72,72,72,72,70,72,71,71,72,72,72,72,71,72,72,72,70,72,71,73,71,72,72,71,72,71,71,71,72,72,71,1,
72,71,72,71,72,72,72,71,73,71,73,72,72,72,71,71,71,72,72,71,72,72,72,73,71,73,72,71,73,71,72,72,72,72,72,72,71,71,73,71,72,72,72,71,72,72,72,72,71,73,72,72,72,72,73,72,72,71,72,73,1,
72,71,72,71,72,72,72,71,73,71,73,72,72,72,71,71,71,72,72,71,72,72,72,73,71,73,72,71,73,71,72,72,72,72,72,72,71,71,73,71,72,72,72,71,72,72,72,72,71,73,72,72,72,72,73,72,72,71,72,73,1,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
71,73,70,71,72,72,71,72,72,71,72,72,72,72,72,71,72,72,71,71,72,71,72,72,71,71,72,72,71,72,72,72,71,72,72,71,71,72,72,72,72,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,22,
71,73,70,71,72,72,71,72,72,71,72,72,72,72,72,71,72,72,71,71,72,71,72,72,71,71,72,72,71,72,72,72,71,72,72,71,71,72,72,72,72,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,22,
72,74,72,71,70,73,73,71,72,72,71,70,70,70,72,71,71,73,71,71,71,72,72,72,72,72,72,71,72,71,72,73,71,72,71,72,71,72,72,72,72,72,71,71,71,71,71,72,71,72,72,73,71,71,72,72,73,73,72,72,22,
72,74,72,71,70,73,73,71,72,72,71,70,70,70,72,71,71,73,71,71,71,72,72,72,72,72,72,71,72,71,72,73,71,72,71,72,71,72,72,72,72,72,71,71,71,71,71,72,71,72,72,73,71,71,72,72,73,73,72,72,22,
61,79,82,83,59,66,74,77,74,73,70,74,72,68,72,71,76,72,68,69,71,74,73,70,71,72,72,68,73,75,73,73,73,74,72,70,72,71,73,72,73,71,70,73,71,68,71,74,70,74,73,72,72,70,71,72,72,73,70,70,22,
61,79,82,83,59,66,74,77,74,73,70,74,72,68,72,71,76,72,68,69,71,74,73,70,71,72,72,68,73,75,73,73,73,74,72,70,72,71,73,72,73,71,70,73,71,68,71,74,70,74,73,72,72,70,71,72,72,73,70,70,22,
44,84,70,110,70,77,82,73,70,73,72,73,73,68,71,64,77,69,65,66,73,71,74,65,64,70,79,71,74,79,79,72,70,75,70,66,73,74,76,73,72,70,70,74,75,67,73,73,77,75,79,69,74,67,71,69,73,75,70,67,22,
44,84,70,110,70,77,82,73,70,73,72,73,73,68,71,64,77,69,65,66,73,71,74,65,64,70,79,71,74,79,79,72,70,75,70,66,73,74,76,73,72,70,70,74,75,67,73,73,77,75,79,69,74,67,71,69,73,75,70,67,22,
53,80,24,59,90,69,67,73,76,69,70,75,70,79,71,75,75,70,72,67,71,67,76,72,67,67,85,83,68,64,75,71,60,76,73,67,66,73,74,73,66,72,84,78,76,72,73,73,82,74,74,69,74,71,72,72,69,75,74,66,22,
53,80,24,59,90,69,67,73,76,69,70,75,70,79,71,75,75,70,72,67,71,67,76,72,67,67,85,83,68,64,75,71,60,76,73,67,66,73,74,73,66,72,84,78,76,72,73,73,82,74,74,69,74,71,72,72,69,75,74,66,22,
76,67,105,41,57,73,83,64,68,70,67,72,68,65,66,73,69,74,70,73,75,77,71,75,78,79,64,63,67,68,65,80,74,64,77,78,73,72,68,68,76,72,60,65,66,71,70,68,66,72,67,73,73,71,72,72,71,72,69,71,22,
76,67,105,41,57,73,83,64,68,70,67,72,68,65,66,73,69,74,70,73,75,77,71,75,78,79,64,63,67,68,65,80,74,64,77,78,73,72,68,68,76,72,60,65,66,71,70,68,66,72,67,73,73,71,72,72,71,72,69,71,22,
73,75,82,122,67,77,67,76,72,76,75,70,74,67,76,64,72,67,68,74,69,72,76,67,69,76,72,69,73,86,78,65,80,76,66,70,75,69,74,73,75,72,74,74,75,68,71,76,71,72,76,71,71,72,71,71,75,71,72,74,22,
73,75,82,122,67,77,67,76,72,76,75,70,74,67,76,64,72,67,68,74,69,72,76,67,69,76,72,69,73,86,78,65,80,76,66,70,75,69,74,73,75,72,74,74,75,68,71,76,71,72,76,71,71,72,71,71,75,71,72,74,22,
55,86,24,65,91,67,74,77,73,71,74,73,71,81,74,73,75,69,71,66,71,68,76,68,66,71,86,82,67,66,72,73,59,79,79,67,63,72,74,73,64,70,81,79,74,72,72,72,82,74,75,68,73,70,72,74,71,73,74,66,22,
55,86,24,65,91,67,74,77,73,71,74,73,71,81,74,73,75,69,71,66,71,68,76,68,66,71,86,82,67,66,72,73,59,79,79,67,63,72,74,73,64,70,81,79,74,72,72,72,82,74,75,68,73,70,72,74,71,73,74,66,22,
84,69,81,20,78,74,66,55,76,70,69,75,66,73,65,74,67,69,74,71,75,73,74,86,81,76,64,72,59,60,65,73,76,60,74,74,74,73,65,69,72,73,69,65,67,77,71,71,70,73,66,70,72,76,72,72,65,72,69,70,22,
84,69,81,20,78,74,66,55,76,70,69,75,66,73,65,74,67,69,74,71,75,73,74,86,81,76,64,72,59,60,65,73,76,60,74,74,74,73,65,69,72,73,69,65,67,77,71,71,70,73,66,70,72,76,72,72,65,72,69,70,22,
96,43,117,64,57,77,63,81,75,78,73,68,76,69,76,76,61,81,75,72,69,72,68,76,82,83,58,58,77,75,66,68,83,71,72,81,74,68,70,63,77,75,70,68,66,72,71,68,61,70,60,69,69,75,71,76,71,67,66,76,22,
96,43,117,64,57,77,63,81,75,78,73,68,76,69,76,76,61,81,75,72,69,72,68,76,82,83,58,58,77,75,66,68,83,71,72,81,74,68,70,63,77,75,70,68,66,72,71,68,61,70,60,69,69,75,71,76,71,67,66,76,22,
74,51,89,116,55,59,80,79,67,74,78,70,69,67,79,70,73,77,75,76,69,74,72,71,66,68,76,72,79,93,79,63,86,79,67,75,75,75,77,64,74,70,62,72,73,71,71,74,65,78,71,68,71,69,73,70,73,69,70,72,22,
74,51,89,116,55,59,80,79,67,74,78,70,69,67,79,70,73,77,75,76,69,74,72,71,66,68,76,72,79,93,79,63,86,79,67,75,75,75,77,64,74,70,62,72,73,71,71,74,65,78,71,68,71,69,73,70,73,69,70,72,22,
55,81,35,106,75,70,72,68,69,73,72,72,75,75,69,65,79,66,72,73,68,67,73,60,61,69,85,81,73,75,85,68,64,75,69,58,67,74,78,65,76,76,76,84,75,79,70,77,68,77,74,64,70,61,66,74,73,72,69,71,22,
55,81,35,106,75,70,72,68,69,73,72,72,75,75,69,65,79,66,72,73,68,67,73,60,61,69,85,81,73,75,85,68,64,75,69,58,67,74,78,65,76,76,76,84,75,79,70,77,68,77,74,64,70,61,66,74,73,72,69,71,22,
59,79,53,36,74,75,73,77,77,70,67,70,71,77,75,74,77,69,68,71,71,73,70,75,72,72,77,80,65,66,71,83,61,65,77,71,67,79,68,62,71,71,76,67,78,69,69,76,73,74,72,74,74,69,63,72,74,72,70,67,22,
59,79,53,36,74,75,73,77,77,70,67,70,71,77,75,74,77,69,68,71,71,73,70,75,72,72,77,80,65,66,71,83,61,65,77,71,67,79,68,62,71,71,76,67,78,69,69,76,73,74,72,74,74,69,63,72,74,72,70,67,22,
82,71,102,79,75,70,80,65,67,68,74,72,67,71,69,71,66,74,70,75,76,73,68,69,73,81,62,69,71,72,71,75,83,73,72,76,71,69,72,74,77,73,65,66,71,71,75,62,72,75,69,72,67,75,73,72,72,68,70,72,22,
82,71,102,79,75,70,80,65,67,68,74,72,67,71,69,71,66,74,70,75,76,73,68,69,73,81,62,69,71,72,71,75,83,73,72,76,71,69,72,74,77,73,65,66,71,71,75,62,72,75,69,72,67,75,73,72,72,68,70,72,22,
70,67,56,70,63,66,59,75,70,75,71,75,70,69,71,69,72,67,72,70,61,77,70,74,68,72,73,74,73,72,74,67,66,75,70,72,72,72,73,71,72,71,77,78,70,74,69,76,69,69,73,72,75,68,67,73,71,72,71,71,22,
70,67,56,70,63,66,59,75,70,75,71,75,70,69,71,69,72,67,72,70,61,77,70,74,68,72,73,74,73,72,74,67,66,75,70,72,72,72,73,71,72,71,77,78,70,74,69,76,69,69,73,72,75,68,67,73,71,72,71,71,22,
75,73,77,77,85,81,70,71,71,77,63,72,75,77,71,77,77,73,72,77,77,69,74,77,74,74,70,70,68,71,71,74,74,73,75,68,76,72,70,71,72,74,74,69,72,75,74,69,75,73,72,71,71,71,73,73,69,69,72,74,22,
75,73,77,77,85,81,70,71,71,77,63,72,75,77,71,77,77,73,72,77,77,69,74,77,74,74,70,70,68,71,71,74,74,73,75,68,76,72,70,71,72,74,74,69,72,75,74,69,75,73,72,71,71,71,73,73,69,69,72,74,22,
70,71,71,68,72,75,83,66,70,72,78,71,80,77,79,73,68,67,63,75,69,76,70,69,68,72,79,71,74,72,70,78,70,70,76,76,69,74,71,74,73,70,64,69,73,75,74,68,74,71,73,69,74,76,71,68,73,69,72,72,22,
70,71,71,68,72,75,83,66,70,72,78,71,80,77,79,73,68,67,63,75,69,76,70,69,68,72,79,71,74,72,70,78,70,70,76,76,69,74,71,74,73,70,64,69,73,75,74,68,74,71,73,69,74,76,71,68,73,69,72,72,22,
72,67,67,72,75,73,73,70,70,68,83,70,80,70,76,83,73,63,62,74,71,71,76,68,75,69,76,74,73,71,72,68,70,71,69,80,77,72,71,72,68,67,72,71,73,71,74,67,72,71,76,70,69,77,75,72,71,72,78,75,22,
72,67,67,72,75,73,73,70,70,68,83,70,80,70,76,83,73,63,62,74,71,71,76,68,75,69,76,74,73,71,72,68,70,71,69,80,77,72,71,72,68,67,72,71,73,71,74,67,72,71,76,70,69,77,75,72,71,72,78,75,22,
71,74,73,77,63,69,80,73,72,70,75,76,75,69,69,85,72,68,68,70,72,73,76,64,76,70,76,71,73,72,73,74,72,73,70,72,72,74,74,75,71,72,70,73,70,71,72,70,68,72,70,73,68,75,76,72,72,70,73,73,22,
71,74,73,77,63,69,80,73,72,70,75,76,75,69,69,85,72,68,68,70,72,73,76,64,76,70,76,71,73,72,73,74,72,73,70,72,72,74,74,75,71,72,70,73,70,71,72,70,68,72,70,73,68,75,76,72,72,70,73,73,22,
66,67,65,71,73,74,72,70,73,69,69,72,68,69,70,72,73,72,74,72,73,69,75,73,70,73,74,73,71,73,73,71,68,72,72,71,70,71,73,71,72,69,75,73,73,71,74,72,74,72,72,72,74,73,70,69,72,73,72,69,22,
66,67,65,71,73,74,72,70,73,69,69,72,68,69,70,72,73,72,74,72,73,69,75,73,70,73,74,73,71,73,73,71,68,72,72,71,70,71,73,71,72,69,75,73,73,71,74,72,74,72,72,72,74,73,70,69,72,73,72,69,22,
76,69,75,70,72,72,71,72,71,73,71,70,71,74,71,71,71,73,74,72,72,73,72,72,73,74,67,76,73,72,72,72,74,72,72,74,72,72,72,73,70,74,71,70,71,71,71,71,72,70,71,71,71,71,73,73,70,72,71,72,22,
76,69,75,70,72,72,71,72,71,73,71,70,71,74,71,71,71,73,74,72,72,73,72,72,73,74,67,76,73,72,72,72,74,72,72,74,72,72,72,73,70,74,71,70,71,71,71,71,72,70,71,71,71,71,73,73,70,72,71,72,22,
75,72,73,72,72,70,71,73,70,73,73,73,71,74,75,72,72,72,71,75,72,74,69,73,69,70,73,69,71,73,71,73,72,71,73,72,73,70,70,73,75,74,72,73,71,73,70,71,72,73,70,73,73,72,71,72,72,71,71,73,22,
75,72,73,72,72,70,71,73,70,73,73,73,71,74,75,72,72,72,71,75,72,74,69,73,69,70,73,69,71,73,71,73,72,71,73,72,73,70,70,73,75,74,72,73,71,73,70,71,72,73,70,73,73,72,71,72,72,71,71,73,22,
71,70,73,70,71,72,70,71,72,70,73,73,72,70,73,74,71,70,72,71,71,73,72,71,71,74,71,73,73,70,71,71,72,72,73,73,73,73,73,72,71,72,71,73,72,71,73,71,72,70,73,71,72,71,72,72,71,72,73,72,22,
71,70,73,70,71,72,70,71,72,70,73,73,72,70,73,74,71,70,72,71,71,73,72,71,71,74,71,73,73,70,71,71,72,72,73,73,73,73,73,72,71,72,71,73,72,71,73,71,72,70,73,71,72,71,72,72,71,72,73,72,22,
73,70,72,74,71,72,72,72,72,71,70,71,71,71,72,74,72,72,72,71,72,73,72,72,72,70,72,72,73,72,72,71,73,72,71,72,73,72,72,72,72,72,72,71,72,72,71,71,70,72,72,72,72,72,72,71,73,72,72,72,2,
73,70,72,74,71,72,72,72,72,71,70,71,71,71,72,74,72,72,72,71,72,73,72,72,72,70,72,72,73,72,72,71,73,72,71,72,73,72,72,72,72,72,72,71,72,72,71,71,70,72,72,72,72,72,72,71,73,72,72,72,2,
71,72,70,72,72,71,72,71,72,72,71,71,73,72,71,72,74,71,73,72,71,72,72,72,72,70,72,72,71,72,72,72,72,72,72,71,72,72,72,72,72,72,72,73,72,71,72,71,72,71,71,71,71,72,71,72,71,72,72,72,2,
71,72,70,72,72,71,72,71,72,72,71,71,73,72,71,72,74,71,73,72,71,72,72,72,72,70,72,72,71,72,72,72,72,72,72,71,72,72,72,72,72,72,72,73,72,71,72,71,72,71,71,71,71,72,71,72,71,72,72,72,2,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21,
